HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,7072,1,1
1,8736,37,37
2,17792,73,73
3,30816,109,109
4,6464,155,155
5,13856,195,195
6,864,230,230
7,15078112,242,242
