HUD frame time nsec:,16666000

Range Index,Elapsed Time, First Event,Last Event
0,7296,1,1
1,9504,37,37
2,13856,73,73
3,64832,109,109
4,2784,145,145
5,9856,181,181
6,672,214,214
7,14732096,226,226
