HUD frame time nsec:,16661000

Range Index,Elapsed Time, First Event,Last Event
391,704,14075,14075
392,704,14111,14111
393,736,14147,14147
394,704,14183,14183
395,736,14219,14219
396,736,14255,14255
397,704,14291,14291
398,704,14327,14327
399,704,14363,14363
400,736,14399,14399
401,704,14435,14435
402,704,14471,14471
403,704,14507,14507
404,704,14543,14543
405,704,14579,14579
406,736,14615,14615
407,672,14651,14651
408,704,14687,14687
409,704,14723,14723
410,736,14759,14759
411,704,14795,14795
412,704,14831,14831
413,704,14867,14867
414,704,14903,14903
415,704,14939,14939
416,704,14975,14975
417,704,15011,15011
418,3867840,15047,15047
419,1216,15083,15083
420,800,15119,15119
421,768,15155,15155
422,864,15191,15191
423,800,15227,15227
424,768,15263,15263
425,704,15299,15299
426,832,15335,15335
427,832,15371,15371
428,800,15407,15407
429,800,15443,15443
430,800,15479,15479
431,864,15515,15515
432,832,15551,15551
433,800,15587,15587
434,864,15623,15623
435,768,15659,15659
436,704,15695,15695
437,800,15731,15731
438,800,15767,15767
439,800,15803,15803
440,864,15839,15839
441,736,15875,15875
442,800,15911,15911
443,800,15947,15947
444,864,15983,15983
445,736,16019,16019
446,864,16055,16055
447,736,16091,16091
448,832,16127,16127
449,800,16163,16163
450,832,16199,16199
451,1024,16235,16235
452,736,16271,16271
453,832,16307,16307
454,800,16343,16343
455,832,16379,16379
456,832,16415,16415
457,768,16451,16451
458,832,16487,16487
459,864,16523,16523
460,832,16559,16559
461,832,16595,16595
462,800,16631,16631
463,864,16667,16667
464,800,16703,16703
465,1024,16739,16739
466,768,16775,16775
467,768,16811,16811
468,832,16847,16847
469,832,16883,16883
470,800,16919,16919
471,832,16955,16955
472,704,16991,16991
473,832,17027,17027
474,864,17063,17063
475,864,17099,17099
476,768,17135,17135
477,832,17171,17171
478,832,17207,17207
479,832,17243,17243
480,1024,17279,17279
481,736,17315,17315
482,768,17351,17351
483,800,17387,17387
484,832,17423,17423
485,896,17459,17459
486,736,17495,17495
487,800,17531,17531
488,800,17567,17567
489,832,17603,17603
490,832,17639,17639
491,736,17675,17675
492,704,17711,17711
493,864,17747,17747
494,800,17783,17783
495,864,17819,17819
496,832,17855,17855
497,832,17891,17891
498,800,17927,17927
499,832,17963,17963
500,864,17999,17999
501,736,18035,18035
502,768,18071,18071
503,832,18107,18107
504,864,18143,18143
505,832,18179,18179
506,704,18215,18215
507,704,18251,18251
508,768,18287,18287
509,864,18323,18323
510,832,18359,18359
511,832,18395,18395
512,800,18431,18431
513,864,18467,18467
514,864,18503,18503
515,864,18539,18539
516,832,18575,18575
517,800,18611,18611
518,832,18647,18647
519,864,18683,18683
520,896,18719,18719
521,832,18755,18755
522,800,18791,18791
523,800,18827,18827
524,832,18863,18863
525,864,18899,18899
526,832,18935,18935
527,896,18971,18971
528,800,19007,19007
529,896,19043,19043
530,800,19079,19079
531,832,19115,19115
532,992,19151,19151
533,736,19187,19187
534,736,19223,19223
535,864,19259,19259
536,832,19295,19295
537,864,19331,19331
538,800,19367,19367
539,864,19403,19403
540,864,19439,19439
541,832,19475,19475
542,800,19511,19511
543,896,19547,19547
544,800,19583,19583
545,832,19619,19619
546,832,19655,19655
547,800,19691,19691
548,864,19727,19727
549,736,19763,19763
550,864,19799,19799
551,1120,19835,19835
552,736,19871,19871
553,704,19907,19907
554,736,19943,19943
555,832,19979,19979
556,832,20015,20015
557,832,20051,20051
558,800,20087,20087
559,800,20123,20123
560,864,20159,20159
561,896,20195,20195
562,736,20231,20231
563,736,20267,20267
564,768,20303,20303
565,864,20339,20339
566,864,20375,20375
567,832,20411,20411
568,864,20447,20447
569,832,20483,20483
570,864,20519,20519
571,832,20555,20555
572,832,20591,20591
573,864,20627,20627
574,800,20663,20663
575,896,20699,20699
576,864,20735,20735
577,768,20771,20771
578,864,20807,20807
579,864,20843,20843
580,832,20879,20879
581,832,20915,20915
582,736,20951,20951
583,736,20987,20987
584,864,21023,21023
585,832,21059,21059
586,864,21095,21095
587,832,21131,21131
588,800,21167,21167
589,896,21203,21203
590,800,21239,21239
591,832,21275,21275
592,832,21311,21311
593,864,21347,21347
594,800,21383,21383
595,864,21419,21419
596,800,21455,21455
597,864,21491,21491
598,832,21527,21527
599,896,21563,21563
600,864,21599,21599
601,832,21635,21635
602,864,21671,21671
603,832,21707,21707
604,800,21743,21743
605,864,21779,21779
606,832,21815,21815
607,832,21851,21851
608,832,21887,21887
609,832,21923,21923
610,864,21959,21959
611,832,21995,21995
612,864,22031,22031
613,864,22067,22067
614,832,22103,22103
615,800,22139,22139
616,832,22175,22175
617,960,22211,22211
618,736,22247,22247
619,800,22283,22283
620,864,22319,22319
621,864,22355,22355
622,800,22391,22391
623,896,22427,22427
624,832,22463,22463
625,800,22499,22499
626,800,22535,22535
627,832,22571,22571
628,832,22607,22607
629,832,22643,22643
630,864,22679,22679
631,864,22715,22715
632,832,22751,22751
633,864,22787,22787
634,832,22823,22823
635,800,22859,22859
636,864,22895,22895
637,832,22931,22931
638,832,22967,22967
639,768,23003,23003
640,896,23039,23039
641,768,23075,23075
642,832,23111,23111
643,832,23147,23147
644,864,23183,23183
645,832,23219,23219
646,832,23255,23255
647,800,23291,23291
648,832,23327,23327
649,800,23363,23363
650,864,23399,23399
651,864,23435,23435
652,800,23471,23471
653,896,23507,23507
654,832,23543,23543
655,896,23579,23579
656,864,23615,23615
657,832,23651,23651
658,832,23687,23687
659,832,23723,23723
660,832,23759,23759
661,832,23795,23795
662,800,23831,23831
663,832,23867,23867
664,896,23903,23903
665,864,23939,23939
666,864,23975,23975
667,832,24011,24011
668,960,24047,24047
669,704,24083,24083
670,896,24119,24119
671,16672,24155,24155
672,1184,24191,24191
673,832,24227,24227
674,832,24263,24263
675,832,24299,24299
676,2007360,24314,24314
