HUD frame time nsec:,16666000

Range Index,Elapsed Time, First Event,Last Event
269,736,9683,9683
270,736,9719,9719
271,704,9755,9755
272,704,9791,9791
273,736,9827,9827
274,896,9863,9863
275,704,9899,9899
276,704,9935,9935
277,736,9971,9971
278,704,10007,10007
279,736,10043,10043
280,704,10079,10079
281,704,10115,10115
282,736,10151,10151
283,736,10187,10187
284,960,10223,10223
285,704,10259,10259
286,736,10295,10295
287,704,10331,10331
288,736,10367,10367
289,736,10403,10403
290,736,10439,10439
291,736,10475,10475
292,704,10511,10511
293,736,10547,10547
294,704,10583,10583
295,736,10619,10619
296,704,10655,10655
297,736,10691,10691
298,704,10727,10727
299,736,10763,10763
300,736,10799,10799
301,704,10835,10835
302,704,10871,10871
303,736,10907,10907
304,704,10943,10943
305,704,10979,10979
306,704,11015,11015
307,704,11051,11051
308,736,11087,11087
309,704,11123,11123
310,704,11159,11159
311,704,11195,11195
312,736,11231,11231
313,704,11267,11267
314,704,11303,11303
315,736,11339,11339
316,736,11375,11375
317,736,11411,11411
318,736,11447,11447
319,768,11483,11483
320,704,11519,11519
321,704,11555,11555
322,704,11591,11591
323,704,11627,11627
324,704,11663,11663
325,704,11699,11699
326,736,11735,11735
327,736,11771,11771
328,768,11807,11807
329,704,11843,11843
330,704,11879,11879
331,704,11915,11915
332,704,11951,11951
333,704,11987,11987
334,704,12023,12023
335,736,12059,12059
336,736,12095,12095
337,736,12131,12131
338,704,12167,12167
339,736,12203,12203
340,672,12239,12239
341,736,12275,12275
342,704,12311,12311
343,704,12347,12347
344,960,12383,12383
345,736,12419,12419
346,704,12455,12455
347,736,12491,12491
348,704,12527,12527
349,704,12563,12563
350,704,12599,12599
351,672,12635,12635
352,704,12671,12671
353,704,12707,12707
354,736,12743,12743
355,704,12779,12779
356,704,12815,12815
357,704,12851,12851
358,736,12887,12887
359,672,12923,12923
360,832,12959,12959
361,736,12995,12995
362,704,13031,13031
363,704,13067,13067
364,704,13103,13103
365,704,13139,13139
366,704,13175,13175
367,736,13211,13211
368,768,13247,13247
369,704,13283,13283
370,736,13319,13319
371,672,13355,13355
372,704,13391,13391
373,704,13427,13427
374,704,13463,13463
375,736,13499,13499
376,928,13535,13535
377,704,13571,13571
378,736,13607,13607
379,704,13643,13643
380,736,13679,13679
381,704,13715,13715
382,736,13751,13751
383,704,13787,13787
384,704,13823,13823
385,736,13859,13859
386,704,13895,13895
387,736,13931,13931
388,768,13967,13967
389,704,14003,14003
390,736,14039,14039
391,704,14075,14075
392,704,14111,14111
393,704,14147,14147
394,704,14183,14183
395,704,14219,14219
396,672,14255,14255
397,704,14291,14291
398,768,14327,14327
399,704,14363,14363
400,672,14399,14399
401,704,14435,14435
402,704,14471,14471
403,704,14507,14507
404,736,14543,14543
405,736,14579,14579
406,736,14615,14615
407,736,14651,14651
408,704,14687,14687
409,704,14723,14723
410,704,14759,14759
411,704,14795,14795
412,704,14831,14831
413,704,14867,14867
414,704,14903,14903
415,704,14939,14939
416,736,14975,14975
417,704,15011,15011
418,704,15047,15047
419,736,15083,15083
420,704,15119,15119
421,704,15155,15155
422,704,15191,15191
423,672,15227,15227
424,704,15263,15263
425,704,15299,15299
426,672,15335,15335
427,704,15371,15371
428,704,15407,15407
429,704,15443,15443
430,736,15479,15479
431,704,15515,15515
432,704,15551,15551
433,704,15587,15587
434,3162176,15623,15623
435,1216,15659,15659
436,768,15695,15695
437,736,15731,15731
438,1088,15767,15767
439,704,15803,15803
440,832,15839,15839
441,864,15875,15875
442,896,15911,15911
443,864,15947,15947
444,864,15983,15983
445,896,16019,16019
446,928,16055,16055
447,736,16091,16091
448,832,16127,16127
449,896,16163,16163
450,1024,16199,16199
451,800,16235,16235
452,896,16271,16271
453,928,16307,16307
454,896,16343,16343
455,896,16379,16379
456,1056,16415,16415
457,736,16451,16451
458,896,16487,16487
459,928,16523,16523
460,896,16559,16559
461,896,16595,16595
462,896,16631,16631
463,896,16667,16667
464,960,16703,16703
465,864,16739,16739
466,1152,16775,16775
467,768,16811,16811
468,896,16847,16847
469,896,16883,16883
470,896,16919,16919
471,896,16955,16955
472,864,16991,16991
473,896,17027,17027
474,704,17063,17063
475,864,17099,17099
476,864,17135,17135
477,960,17171,17171
478,928,17207,17207
479,960,17243,17243
480,864,17279,17279
481,864,17315,17315
482,960,17351,17351
483,864,17387,17387
484,1056,17423,17423
485,800,17459,17459
486,928,17495,17495
487,864,17531,17531
488,896,17567,17567
489,1024,17603,17603
490,864,17639,17639
491,928,17675,17675
492,864,17711,17711
493,864,17747,17747
494,928,17783,17783
495,864,17819,17819
496,896,17855,17855
497,928,17891,17891
498,896,17927,17927
499,896,17963,17963
500,864,17999,17999
501,896,18035,18035
502,896,18071,18071
503,864,18107,18107
504,928,18143,18143
505,928,18179,18179
506,896,18215,18215
507,896,18251,18251
508,928,18287,18287
509,896,18323,18323
510,896,18359,18359
511,896,18395,18395
512,896,18431,18431
513,864,18467,18467
514,896,18503,18503
515,896,18539,18539
516,864,18575,18575
517,1088,18611,18611
518,768,18647,18647
519,960,18683,18683
520,928,18719,18719
521,928,18755,18755
522,864,18791,18791
523,928,18827,18827
524,960,18863,18863
525,896,18899,18899
526,896,18935,18935
527,864,18971,18971
528,864,19007,19007
529,928,19043,19043
530,960,19079,19079
531,896,19115,19115
532,896,19151,19151
533,864,19187,19187
534,928,19223,19223
535,928,19259,19259
536,1088,19295,19295
537,736,19331,19331
538,896,19367,19367
539,864,19403,19403
540,896,19439,19439
541,928,19475,19475
542,928,19511,19511
543,896,19547,19547
544,896,19583,19583
545,928,19619,19619
546,1056,19655,19655
547,800,19691,19691
548,928,19727,19727
549,896,19763,19763
550,864,19799,19799
551,896,19835,19835
552,928,19871,19871
553,992,19907,19907
554,768,19943,19943
555,896,19979,19979
556,960,20015,20015
557,896,20051,20051
558,864,20087,20087
559,928,20123,20123
560,928,20159,20159
561,896,20195,20195
562,960,20231,20231
563,864,20267,20267
564,896,20303,20303
565,1184,20339,20339
566,704,20375,20375
567,800,20411,20411
568,928,20447,20447
569,896,20483,20483
570,960,20519,20519
571,832,20555,20555
572,896,20591,20591
573,928,20627,20627
574,896,20663,20663
575,896,20699,20699
576,928,20735,20735
577,864,20771,20771
578,864,20807,20807
579,928,20843,20843
580,864,20879,20879
581,896,20915,20915
582,896,20951,20951
583,864,20987,20987
584,928,21023,21023
585,960,21059,21059
586,864,21095,21095
587,896,21131,21131
588,960,21167,21167
589,928,21203,21203
590,928,21239,21239
591,928,21275,21275
592,896,21311,21311
593,896,21347,21347
594,896,21383,21383
595,928,21419,21419
596,896,21455,21455
597,928,21491,21491
598,928,21527,21527
599,896,21563,21563
600,864,21599,21599
601,896,21635,21635
602,736,21671,21671
603,864,21707,21707
604,928,21743,21743
605,896,21779,21779
606,896,21815,21815
607,896,21851,21851
608,928,21887,21887
609,800,21923,21923
610,896,21959,21959
611,896,21995,21995
612,896,22031,22031
613,896,22067,22067
614,864,22103,22103
615,864,22139,22139
616,896,22175,22175
617,896,22211,22211
618,896,22247,22247
619,864,22283,22283
620,928,22319,22319
621,896,22355,22355
622,928,22391,22391
623,896,22427,22427
624,704,22463,22463
625,800,22499,22499
626,928,22535,22535
627,928,22571,22571
628,896,22607,22607
629,1120,22643,22643
630,704,22679,22679
631,864,22715,22715
632,896,22751,22751
633,896,22787,22787
634,896,22823,22823
635,960,22859,22859
636,864,22895,22895
637,928,22931,22931
638,928,22967,22967
639,896,23003,23003
640,928,23039,23039
641,832,23075,23075
642,2500736,23090,23090

Range Index,Elapsed Time, First Event,Last Event
0,6784,1,1
1,8480,37,37
2,14080,71,71
3,131072,107,107
4,9408,157,157
5,768,193,193
6,704,244,244
7,704,280,280
8,768,331,331
9,896,367,367
10,704,418,418
11,704,454,454
12,768,505,505
13,736,541,541
14,736,592,592
15,704,628,628
16,704,679,679
17,704,715,715
18,704,766,766
19,768,802,802
20,704,853,853
21,736,889,889
22,704,940,940
23,768,976,976
24,736,1027,1027
25,896,1063,1063
26,736,1114,1114
27,736,1150,1150
28,704,1201,1201
29,704,1237,1237
30,704,1288,1288
31,864,1324,1324
32,704,1375,1375
33,704,1411,1411
34,736,1462,1462
35,704,1498,1498
36,704,1549,1549
37,704,1585,1585
38,704,1636,1636
39,704,1672,1672
40,960,1723,1723
41,704,1759,1759
42,704,1810,1810
43,1632,1846,1846
44,864,1897,1897
45,736,1933,1933
46,832,1984,1984
47,736,2020,2020
48,768,2071,2071
49,800,2107,2107
50,768,2158,2158
51,800,2194,2194
52,768,2245,2245
53,768,2281,2281
54,832,2332,2332
55,736,2368,2368
56,768,2419,2419
57,768,2455,2455
58,768,2506,2506
59,768,2542,2542
60,1088,2593,2593
61,768,2629,2629
62,832,2680,2680
63,768,2716,2716
64,800,2767,2767
65,800,2803,2803
66,800,2854,2854
67,800,2890,2890
68,992,2941,2941
69,1024,2977,2977
70,800,3028,3028
71,736,3064,3064
72,768,3115,3115
73,736,3151,3151
74,800,3202,3202
75,768,3238,3238
76,832,3289,3289
77,768,3325,3325
78,768,3376,3376
79,768,3412,3412
80,768,3463,3463
81,768,3499,3499
82,768,3550,3550
83,768,3586,3586
84,832,3637,3637
85,768,3673,3673
86,832,3724,3724
87,768,3760,3760
88,768,3811,3811
89,768,3847,3847
90,800,3898,3898
91,864,3934,3934
92,768,3985,3985
93,768,4021,4021
94,832,4072,4072
95,768,4108,4108
96,768,4159,4159
97,800,4195,4195
98,768,4246,4246
99,832,4282,4282
100,768,4333,4333
101,800,4369,4369
102,768,4420,4420
103,768,4456,4456
104,800,4507,4507
105,992,4543,4543
106,800,4594,4594
107,832,4630,4630
108,800,4681,4681
109,800,4717,4717
110,800,4768,4768
111,800,4804,4804
112,800,4855,4855
113,768,4891,4891
114,768,4942,4942
115,1024,4978,4978
116,768,5029,5029
117,768,5065,5065
118,832,5116,5116
119,768,5152,5152
120,768,5203,5203
121,832,5239,5239
122,800,5290,5290
123,768,5326,5326
124,864,5377,5377
125,992,5413,5413
126,768,5464,5464
127,768,5500,5500
128,992,5551,5551
129,832,5587,5587
130,768,5638,5638
131,736,5674,5674
132,832,5725,5725
133,768,5761,5761
134,768,5812,5812
135,768,5848,5848
136,768,5899,5899
137,768,5935,5935
138,800,5986,5986
139,768,6022,6022
140,800,6073,6073
141,768,6109,6109
142,736,6160,6160
143,736,6196,6196
144,768,6247,6247
145,768,6283,6283
146,768,6334,6334
147,768,6370,6370
148,736,6421,6421
149,768,6457,6457
150,768,6508,6508
151,768,6544,6544
152,768,6595,6595
153,768,6631,6631
154,832,6682,6682
155,800,6718,6718
156,768,6769,6769
157,768,6805,6805
158,768,6856,6856
159,768,6892,6892
160,768,6943,6943
161,768,6979,6979
162,736,7030,7030
163,736,7066,7066
164,800,7117,7117
165,800,7153,7153
166,736,7204,7204
167,736,7240,7240
168,768,7291,7291
169,768,7327,7327
170,768,7378,7378
171,800,7414,7414
172,768,7465,7465
173,736,7501,7501
174,736,7552,7552
175,736,7588,7588
176,768,7639,7639
177,736,7675,7675
178,704,7726,7726
179,736,7762,7762
180,768,7813,7813
181,768,7849,7849
182,736,7900,7900
183,736,7936,7936
184,736,7987,7987
185,736,8023,8023
186,736,8074,8074
187,4051712,8110,8110
188,2400,8161,8161
189,736,8197,8197
190,736,8248,8248
191,800,8284,8284
192,704,8335,8335
193,736,8371,8371
194,736,8422,8422
195,736,8458,8458
196,736,8509,8509
197,768,8545,8545
198,768,8596,8596
199,736,8632,8632
200,704,8683,8683
201,704,8719,8719
202,736,8770,8770
203,672,8806,8806
204,704,8857,8857
205,768,8893,8893
206,768,8944,8944
207,736,8980,8980
208,736,9031,9031
209,768,9067,9067
210,704,9118,9118
211,704,9154,9154
212,736,9205,9205
213,704,9241,9241
214,736,9292,9292
215,736,9328,9328
216,704,9379,9379
217,704,9415,9415
218,736,9466,9466
219,736,9502,9502
220,832,9553,9553
221,736,9589,9589
222,736,9640,9640
223,736,9676,9676
224,704,9727,9727
225,736,9763,9763
226,736,9814,9814
227,832,9850,9850
228,736,9901,9901
229,704,9937,9937
230,704,9988,9988
231,704,10024,10024
232,736,10075,10075
233,736,10111,10111
234,704,10162,10162
235,768,10198,10198
236,704,10249,10249
237,736,10285,10285
238,704,10336,10336
239,736,10372,10372
240,736,10423,10423
241,704,10459,10459
242,736,10510,10510
243,736,10546,10546
244,704,10597,10597
245,704,10633,10633
246,736,10684,10684
247,736,10720,10720
248,736,10771,10771
249,896,10807,10807
250,736,10858,10858
251,736,10894,10894
252,704,10945,10945
253,736,10981,10981
254,704,11032,11032
255,736,11068,11068
256,864,11119,11119
257,704,11155,11155
258,736,11206,11206
259,704,11242,11242
260,704,11293,11293
261,736,11329,11329
262,704,11380,11380
263,736,11416,11416
264,736,11467,11467
265,736,11503,11503
266,704,11554,11554
267,736,11590,11590
268,736,11641,11641
269,736,11677,11677
270,704,11728,11728
271,736,11764,11764
272,736,11815,11815
273,736,11851,11851
274,768,11902,11902
275,928,11938,11938
276,704,11989,11989
277,704,12025,12025
278,704,12076,12076
279,736,12112,12112
280,736,12163,12163
281,736,12199,12199
282,704,12250,12250
283,704,12286,12286
284,736,12337,12337
285,768,12373,12373
286,704,12424,12424
287,736,12460,12460
288,736,12511,12511
289,736,12547,12547
290,704,12598,12598
291,704,12634,12634
292,800,12685,12685
293,736,12721,12721
294,704,12772,12772
295,736,12808,12808
296,736,12859,12859
297,768,12895,12895
298,704,12946,12946
299,704,12982,12982
300,704,13033,13033
301,736,13069,13069
302,736,13120,13120
303,736,13156,13156
304,736,13207,13207
305,736,13243,13243
306,736,13294,13294
307,736,13330,13330
308,736,13381,13381
309,864,13417,13417
310,768,13468,13468
311,768,13504,13504
312,736,13555,13555
313,704,13591,13591
314,768,13642,13642
315,736,13678,13678
316,736,13729,13729
317,736,13765,13765
318,768,13816,13816
319,736,13852,13852
320,704,13903,13903
321,736,13939,13939
322,736,13990,13990
323,736,14026,14026
324,736,14077,14077
325,736,14113,14113
326,736,14164,14164
327,736,14200,14200
328,768,14251,14251
329,992,14287,14287
330,736,14338,14338
331,736,14374,14374
332,736,14425,14425
333,768,14461,14461
334,800,14512,14512
335,736,14548,14548
336,736,14599,14599
337,736,14635,14635
338,704,14686,14686
339,736,14722,14722
340,736,14773,14773
341,736,14809,14809
342,704,14860,14860
343,704,14896,14896
344,736,14947,14947
345,736,14983,14983
346,736,15034,15034
347,736,15070,15070
348,704,15107,15107
349,736,15143,15143
350,768,15179,15179
351,736,15215,15215
352,704,15251,15251
353,704,15287,15287
354,768,15323,15323
355,704,15359,15359
356,704,15395,15395
357,736,15431,15431
358,736,15467,15467
359,704,15503,15503
360,704,15539,15539
361,736,15575,15575
362,704,15611,15611
363,704,15647,15647
364,704,15683,15683
365,736,15719,15719
366,704,15755,15755
367,704,15791,15791
368,704,15827,15827
369,736,15863,15863
370,736,15899,15899
371,704,15935,15935
372,704,15971,15971
373,704,16007,16007
374,768,16043,16043
375,672,16079,16079
376,736,16115,16115
377,736,16151,16151
378,704,16187,16187
379,736,16223,16223
380,704,16259,16259
381,736,16295,16295
382,704,16331,16331
383,704,16367,16367
384,736,16403,16403
385,704,16439,16439
386,704,16475,16475
387,736,16511,16511
388,768,16547,16547
389,704,16583,16583
390,704,16619,16619
391,672,16655,16655
392,704,16691,16691
393,672,16727,16727
394,800,16763,16763
395,704,16799,16799
396,704,16835,16835
397,736,16871,16871
398,672,16907,16907
399,704,16943,16943
400,704,16979,16979
401,704,17015,17015
402,704,17051,17051
403,704,17087,17087
404,704,17123,17123
405,704,17159,17159
406,736,17195,17195
407,704,17231,17231
408,704,17267,17267
409,704,17303,17303
410,736,17339,17339
411,704,17375,17375
412,704,17411,17411
413,4076832,17447,17447
414,800,17483,17483
415,736,17519,17519
416,704,17555,17555
417,768,17591,17591
418,704,17627,17627
419,736,17663,17663
420,768,17699,17699
421,736,17735,17735
422,768,17771,17771
423,768,17807,17807
424,704,17843,17843
425,768,17879,17879
426,704,17915,17915
427,736,17951,17951
428,800,17987,17987
429,704,18023,18023
430,704,18059,18059
431,736,18095,18095
432,736,18131,18131
433,736,18167,18167
434,704,18203,18203
435,736,18239,18239
436,864,18275,18275
437,704,18311,18311
438,736,18347,18347
439,704,18383,18383
440,832,18419,18419
441,736,18455,18455
442,736,18491,18491
443,736,18527,18527
444,736,18563,18563
445,704,18599,18599
446,736,18635,18635
447,736,18671,18671
448,736,18707,18707
449,704,18743,18743
450,736,18779,18779
451,736,18815,18815
452,704,18851,18851
453,736,18887,18887
454,736,18923,18923
455,704,18959,18959
456,736,18995,18995
457,800,19031,19031
458,736,19067,19067
459,736,19103,19103
460,704,19139,19139
461,704,19175,19175
462,736,19211,19211
463,928,19247,19247
464,704,19283,19283
465,736,19319,19319
466,704,19355,19355
467,736,19391,19391
468,736,19427,19427
469,736,19463,19463
470,768,19499,19499
471,704,19535,19535
472,704,19571,19571
473,800,19607,19607
474,704,19643,19643
475,704,19679,19679
476,736,19715,19715
477,768,19751,19751
478,992,19787,19787
479,736,19823,19823
480,768,19859,19859
481,736,19895,19895
482,736,19931,19931
483,736,19967,19967
484,800,20003,20003
485,768,20039,20039
486,800,20075,20075
487,736,20111,20111
488,736,20147,20147
489,768,20183,20183
490,736,20219,20219
491,736,20255,20255
492,736,20291,20291
493,736,20327,20327
494,768,20363,20363
495,768,20399,20399
496,768,20435,20435
497,736,20471,20471
498,704,20507,20507
499,768,20543,20543
500,736,20579,20579
501,960,20615,20615
502,736,20651,20651
503,736,20687,20687
504,736,20723,20723
505,832,20759,20759
506,736,20795,20795
507,736,20831,20831
508,736,20867,20867
509,800,20903,20903
510,832,20939,20939
511,800,20975,20975
512,832,21011,21011
513,768,21047,21047
514,736,21083,21083
515,800,21119,21119
516,768,21155,21155
517,768,21191,21191
518,800,21227,21227
519,768,21263,21263
520,800,21299,21299
521,768,21335,21335
522,768,21371,21371
523,800,21407,21407
524,768,21443,21443
525,768,21479,21479
526,736,21515,21515
527,736,21551,21551
528,736,21587,21587
529,736,21623,21623
530,736,21659,21659
531,864,21695,21695
532,736,21731,21731
533,736,21767,21767
534,704,21803,21803
535,736,21839,21839
536,960,21875,21875
537,704,21911,21911
538,736,21947,21947
539,736,21983,21983
540,768,22019,22019
541,704,22055,22055
542,704,22091,22091
543,736,22127,22127
544,736,22163,22163
545,736,22199,22199
546,736,22235,22235
547,768,22271,22271
548,896,22307,22307
549,736,22343,22343
550,768,22379,22379
551,704,22415,22415
552,736,22451,22451
553,736,22487,22487
554,736,22523,22523
555,704,22559,22559
556,736,22595,22595
557,704,22631,22631
558,736,22667,22667
559,736,22703,22703
560,704,22739,22739
561,736,22775,22775
562,704,22811,22811
563,736,22847,22847
564,736,22883,22883
565,736,22919,22919
566,736,22955,22955
567,704,22991,22991
568,704,23027,23027
569,736,23063,23063
570,736,23099,23099
571,704,23135,23135
572,736,23171,23171
573,704,23207,23207
574,736,23243,23243
575,736,23279,23279
576,768,23315,23315
577,736,23351,23351
578,704,23387,23387
579,736,23423,23423
580,736,23459,23459
581,736,23495,23495
582,736,23531,23531
583,736,23567,23567
584,736,23603,23603
585,704,23639,23639
586,736,23675,23675
587,736,23711,23711
588,704,23747,23747
589,736,23783,23783
590,736,23819,23819
591,736,23855,23855
592,736,23891,23891
593,736,23927,23927
594,704,23963,23963
595,736,23999,23999
596,800,24035,24035
597,704,24071,24071
598,736,24107,24107
599,704,24143,24143
600,704,24179,24179
601,736,24215,24215
602,704,24251,24251
603,736,24287,24287
604,704,24323,24323
605,736,24359,24359
606,736,24395,24395
607,736,24431,24431
608,704,24467,24467
609,736,24503,24503
610,736,24539,24539
611,736,24575,24575
612,736,24611,24611
613,736,24647,24647
614,704,24683,24683
615,736,24719,24719
616,736,24755,24755
617,704,24791,24791
618,736,24827,24827
619,704,24863,24863
620,736,24899,24899
621,704,24935,24935
622,704,24971,24971
623,736,25007,25007
624,704,25043,25043
625,704,25079,25079
626,704,25115,25115
627,736,25151,25151
628,736,25187,25187
629,736,25223,25223
630,704,25259,25259
631,736,25295,25295
632,704,25331,25331
633,736,25367,25367
634,704,25403,25403
635,704,25439,25439
636,736,25475,25475
637,768,25511,25511
638,736,25547,25547
639,736,25583,25583
640,704,25619,25619
641,704,25655,25655
642,736,25691,25691
643,736,25727,25727
644,704,25763,25763
645,704,25799,25799
646,704,25835,25835
647,704,25871,25871
648,704,25907,25907
649,704,25943,25943
650,704,25979,25979
651,736,26015,26015
652,736,26051,26051
653,704,26087,26087
654,704,26123,26123
655,704,26159,26159
656,704,26195,26195
657,704,26231,26231
658,704,26267,26267
659,704,26303,26303
660,704,26339,26339
661,672,26375,26375
662,704,26411,26411
663,672,26447,26447
664,704,26483,26483
665,704,26519,26519
666,4233280,26555,26555
667,736,26591,26591
668,768,26627,26627
669,768,26663,26663
670,768,26699,26699
671,896,26735,26735
672,704,26771,26771
673,736,26807,26807
674,736,26843,26843
675,736,26879,26879
676,768,26915,26915
677,768,26951,26951
678,736,26987,26987
679,736,27023,27023
680,800,27059,27059
681,768,27095,27095
682,736,27131,27131
683,864,27167,27167
684,768,27203,27203
685,736,27239,27239
686,960,27275,27275
687,704,27311,27311
688,704,27347,27347
689,736,27383,27383
690,704,27419,27419
691,704,27455,27455
692,704,27491,27491
693,704,27527,27527
694,736,27563,27563
695,672,27599,27599
696,704,27635,27635
697,832,27671,27671
698,736,27707,27707
699,736,27743,27743
700,704,27779,27779
701,704,27815,27815
702,736,27851,27851
703,800,27887,27887
704,736,27923,27923
705,736,27959,27959
706,960,27995,27995
707,704,28031,28031
708,928,28067,28067
709,704,28103,28103
710,736,28139,28139
711,736,28175,28175
712,736,28211,28211
713,736,28247,28247
714,704,28283,28283
715,736,28319,28319
716,736,28355,28355
717,736,28391,28391
718,736,28427,28427
719,704,28463,28463
720,736,28499,28499
721,768,28535,28535
722,704,28571,28571
723,736,28607,28607
724,704,28643,28643
725,736,28679,28679
726,736,28715,28715
727,704,28751,28751
728,832,28787,28787
729,704,28823,28823
730,704,28859,28859
731,736,28895,28895
732,704,28931,28931
733,864,28967,28967
734,736,29003,29003
735,736,29039,29039
736,736,29075,29075
737,736,29111,29111
738,736,29147,29147
739,704,29183,29183
740,736,29219,29219
741,736,29255,29255
742,704,29291,29291
743,704,29327,29327
744,736,29363,29363
745,768,29399,29399
746,736,29435,29435
747,704,29471,29471
748,736,29507,29507
749,768,29543,29543
750,704,29579,29579
751,736,29615,29615
752,736,29651,29651
