HUD frame time nsec:,23291000

Range Index,Elapsed Time, First Event,Last Event
235,736,10198,10198
236,704,10249,10249
237,800,10285,10285
238,704,10336,10336
239,768,10372,10372
240,736,10423,10423
241,736,10459,10459
242,736,10510,10510
243,736,10546,10546
244,736,10597,10597
245,736,10633,10633
246,736,10684,10684
247,736,10720,10720
248,736,10771,10771
249,704,10807,10807
250,736,10858,10858
251,704,10894,10894
252,704,10945,10945
253,704,10981,10981
254,704,11032,11032
255,736,11068,11068
256,704,11119,11119
257,736,11155,11155
258,736,11206,11206
259,704,11242,11242
260,736,11293,11293
261,736,11329,11329
262,736,11380,11380
263,736,11416,11416
264,736,11467,11467
265,736,11503,11503
266,704,11554,11554
267,736,11590,11590
268,736,11641,11641
269,704,11677,11677
270,736,11728,11728
271,736,11764,11764
272,736,11815,11815
273,704,11851,11851
274,736,11902,11902
275,736,11938,11938
276,736,11989,11989
277,704,12025,12025
278,704,12076,12076
279,736,12112,12112
280,704,12163,12163
281,736,12199,12199
282,704,12250,12250
283,704,12286,12286
284,704,12337,12337
285,704,12373,12373
286,704,12424,12424
287,864,12460,12460
288,704,12511,12511
289,704,12547,12547
290,736,12598,12598
291,704,12634,12634
292,704,12685,12685
293,736,12721,12721
294,704,12772,12772
295,704,12808,12808
296,992,12859,12859
297,704,12895,12895
298,704,12946,12946
299,736,12982,12982
300,736,13033,13033
301,704,13069,13069
302,704,13120,13120
303,736,13156,13156
304,736,13207,13207
305,736,13243,13243
306,704,13294,13294
307,736,13330,13330
308,704,13381,13381
309,704,13417,13417
310,704,13468,13468
311,736,13504,13504
312,672,13555,13555
313,704,13591,13591
314,704,13642,13642
315,704,13678,13678
316,704,13729,13729
317,704,13765,13765
318,704,13816,13816
319,768,13852,13852
320,736,13903,13903
321,704,13939,13939
322,704,13990,13990
323,704,14026,14026
324,4009344,14077,14077
325,736,14113,14113
326,736,14164,14164
327,736,14200,14200
328,768,14251,14251
329,736,14287,14287
330,704,14338,14338
331,736,14374,14374
332,768,14425,14425
333,800,14461,14461
334,736,14512,14512
335,736,14548,14548
336,768,14599,14599
337,736,14635,14635
338,800,14686,14686
339,768,14722,14722
340,768,14773,14773
341,768,14809,14809
342,928,14860,14860
343,800,14896,14896
344,768,14947,14947
345,768,14983,14983
346,736,15034,15034
347,704,15070,15070
348,704,15121,15121
349,736,15157,15157
350,832,15208,15208
351,736,15244,15244
352,800,15295,15295
353,736,15331,15331
354,736,15382,15382
355,736,15418,15418
356,832,15469,15469
357,736,15505,15505
358,736,15556,15556
359,736,15592,15592
360,736,15643,15643
361,736,15679,15679
362,704,15730,15730
363,736,15766,15766
364,736,15817,15817
365,704,15853,15853
366,736,15904,15904
367,800,15940,15940
368,704,15991,15991
369,736,16027,16027
370,704,16078,16078
371,736,16114,16114
372,704,16165,16165
373,800,16201,16201
374,704,16252,16252
375,736,16288,16288
376,736,16339,16339
377,736,16375,16375
378,800,16426,16426
379,704,16462,16462
380,736,16513,16513
381,704,16549,16549
382,736,16600,16600
383,768,16636,16636
384,736,16687,16687
385,704,16723,16723
386,704,16774,16774
387,736,16810,16810
388,736,16861,16861
389,736,16897,16897
390,736,16948,16948
391,704,16984,16984
392,704,17035,17035
393,704,17071,17071
394,960,17122,17122
395,736,17158,17158
396,704,17209,17209
397,736,17245,17245
398,704,17296,17296
399,704,17332,17332
400,736,17383,17383
401,736,17419,17419
402,736,17470,17470
403,736,17506,17506
404,736,17557,17557
405,736,17593,17593
406,864,17644,17644
407,736,17680,17680
408,736,17731,17731
409,736,17767,17767
410,736,17818,17818
411,736,17854,17854
412,704,17905,17905
413,736,17941,17941
414,704,17992,17992
415,768,18028,18028
416,704,18079,18079
417,736,18115,18115
418,736,18166,18166
419,736,18202,18202
420,704,18253,18253
421,704,18289,18289
422,704,18340,18340
423,736,18376,18376
424,736,18427,18427
425,736,18463,18463
426,704,18514,18514
427,768,18550,18550
428,736,18601,18601
429,736,18637,18637
430,736,18688,18688
431,704,18724,18724
432,736,18775,18775
433,768,18811,18811
434,736,18862,18862
435,704,18898,18898
436,736,18949,18949
437,736,18985,18985
438,704,19036,19036
439,736,19072,19072
440,736,19123,19123
441,736,19159,19159
442,736,19210,19210
443,736,19246,19246
444,704,19297,19297
445,704,19333,19333
446,704,19384,19384
447,736,19420,19420
448,736,19471,19471
449,736,19507,19507
450,736,19558,19558
451,736,19594,19594
452,704,19645,19645
453,736,19681,19681
454,704,19732,19732
455,736,19768,19768
456,704,19819,19819
457,704,19855,19855
458,736,19906,19906
459,704,19942,19942
460,736,19993,19993
461,768,20029,20029
462,704,20080,20080
463,704,20116,20116
464,704,20167,20167
465,736,20203,20203
466,704,20254,20254
467,704,20290,20290
468,736,20341,20341
469,736,20377,20377
470,928,20428,20428
471,704,20464,20464
472,736,20515,20515
473,736,20551,20551
474,704,20602,20602
475,736,20638,20638
476,704,20689,20689
477,704,20725,20725
478,704,20776,20776
479,736,20812,20812
480,736,20863,20863
481,704,20899,20899
482,704,20950,20950
483,736,20986,20986
484,704,21037,21037
485,736,21073,21073
486,736,21124,21124
487,704,21160,21160
488,704,21211,21211
489,736,21247,21247
490,736,21298,21298
491,736,21334,21334
492,704,21385,21385
493,704,21421,21421
494,704,21472,21472
495,672,21508,21508
496,704,21559,21559
497,704,21595,21595
498,736,21646,21646
499,704,21682,21682
500,704,21733,21733
501,736,21769,21769
502,736,21820,21820
503,896,21856,21856
504,736,21907,21907
505,736,21943,21943
506,736,21994,21994
507,672,22030,22030
508,736,22081,22081
509,672,22117,22117
510,704,22168,22168
511,704,22204,22204
512,704,22255,22255
513,704,22291,22291
514,736,22342,22342
515,704,22378,22378
516,704,22429,22429
517,736,22465,22465
518,704,22516,22516
519,704,22552,22552
520,704,22603,22603
521,736,22639,22639
522,704,22690,22690
523,736,22726,22726
524,704,22777,22777
525,704,22813,22813
526,704,22864,22864
527,704,22900,22900
528,736,22951,22951
529,736,22987,22987
530,704,23038,23038
531,704,23074,23074
532,736,23111,23111
533,704,23147,23147
534,704,23183,23183
535,672,23219,23219
536,736,23255,23255
537,704,23291,23291
538,704,23327,23327
539,704,23363,23363
540,736,23399,23399
541,768,23435,23435
542,4259776,23471,23471
543,768,23507,23507
544,736,23543,23543
545,704,23579,23579
546,768,23615,23615
547,768,23651,23651
548,704,23687,23687
549,768,23723,23723
550,768,23759,23759
551,736,23795,23795
552,768,23831,23831
553,704,23867,23867
554,864,23903,23903
555,704,23939,23939
556,768,23975,23975
557,768,24011,24011
558,704,24047,24047
559,768,24083,24083
560,768,24119,24119
561,736,24155,24155
562,704,24191,24191
563,800,24227,24227
564,704,24263,24263
565,704,24299,24299
566,704,24335,24335
567,704,24371,24371
568,736,24407,24407
569,736,24443,24443
570,736,24479,24479
571,736,24515,24515
572,704,24551,24551
573,704,24587,24587
574,928,24623,24623
575,704,24659,24659
576,736,24695,24695
577,736,24731,24731
578,736,24767,24767
579,704,24803,24803
580,736,24839,24839
581,704,24875,24875
582,736,24911,24911
583,736,24947,24947
584,736,24983,24983
585,704,25019,25019
586,736,25055,25055
587,736,25091,25091
588,736,25127,25127
589,736,25163,25163
590,704,25199,25199
591,960,25235,25235
592,736,25271,25271
593,736,25307,25307
594,736,25343,25343
595,832,25379,25379
596,704,25415,25415
597,736,25451,25451
598,736,25487,25487
599,736,25523,25523
600,736,25559,25559
601,736,25595,25595
602,736,25631,25631
603,736,25667,25667
604,736,25703,25703
605,736,25739,25739
606,704,25775,25775
607,704,25811,25811
608,736,25847,25847
609,704,25883,25883
610,736,25919,25919
611,736,25955,25955
612,704,25991,25991
613,704,26027,26027
614,736,26063,26063
615,736,26099,26099
616,704,26135,26135
617,736,26171,26171
618,704,26207,26207
619,736,26243,26243
620,704,26279,26279
621,704,26315,26315
622,704,26351,26351
623,736,26387,26387
624,736,26423,26423
625,736,26459,26459
626,736,26495,26495
627,736,26531,26531
628,800,26567,26567
629,800,26603,26603
630,704,26639,26639
631,800,26675,26675
632,768,26711,26711
633,736,26747,26747
634,736,26783,26783
635,704,26819,26819
636,736,26855,26855
637,736,26891,26891
638,736,26927,26927
639,736,26963,26963
640,1056,26999,26999
641,704,27035,27035
642,704,27071,27071
643,704,27107,27107
644,736,27143,27143
645,704,27179,27179
646,704,27215,27215
647,704,27251,27251
648,704,27287,27287
649,736,27323,27323
650,736,27359,27359
651,736,27395,27395
652,704,27431,27431
653,768,27467,27467
654,736,27503,27503
655,704,27539,27539
656,704,27575,27575
657,736,27611,27611
658,736,27647,27647
659,736,27683,27683
660,736,27719,27719
661,736,27755,27755
662,736,27791,27791
663,768,27827,27827
664,736,27863,27863
665,736,27899,27899
666,736,27935,27935
667,896,27971,27971
668,736,28007,28007
669,736,28043,28043
670,736,28079,28079
671,736,28115,28115
672,736,28151,28151
673,736,28187,28187
674,736,28223,28223
675,736,28259,28259
676,768,28295,28295
677,768,28331,28331
678,768,28367,28367
679,736,28403,28403
680,736,28439,28439
681,736,28475,28475
682,736,28511,28511
683,768,28547,28547
684,736,28583,28583
685,736,28619,28619
686,736,28655,28655
687,736,28691,28691
688,800,28727,28727
689,768,28763,28763
690,768,28799,28799
691,800,28835,28835
692,768,28871,28871
693,768,28907,28907
694,736,28943,28943
695,704,28979,28979
696,736,29015,29015
697,864,29051,29051
698,768,29087,29087
699,736,29123,29123
700,736,29159,29159
701,736,29195,29195
702,704,29231,29231
703,736,29267,29267
704,736,29303,29303
705,736,29339,29339
706,704,29375,29375
707,736,29411,29411
708,768,29447,29447
709,704,29483,29483
710,736,29519,29519
711,736,29555,29555
712,736,29591,29591
713,736,29627,29627
714,736,29663,29663
715,704,29699,29699
716,736,29735,29735
717,736,29771,29771
718,704,29807,29807
719,736,29843,29843
720,736,29879,29879
721,704,29915,29915
722,736,29951,29951
723,736,29987,29987
724,864,30023,30023
725,768,30059,30059
726,736,30095,30095
727,736,30131,30131
728,704,30167,30167
729,736,30203,30203
730,704,30239,30239
731,768,30275,30275
732,736,30311,30311
733,736,30347,30347
734,736,30383,30383
735,736,30419,30419
736,736,30455,30455
737,736,30491,30491
738,736,30527,30527
739,736,30563,30563
740,992,30599,30599
741,704,30635,30635
742,704,30671,30671
743,704,30707,30707
744,736,30743,30743
745,704,30779,30779
746,736,30815,30815
747,704,30851,30851
748,736,30887,30887
749,704,30923,30923
750,704,30959,30959
751,704,30995,30995
752,704,31031,31031
753,736,31067,31067
754,704,31103,31103
755,704,31139,31139
756,736,31175,31175
757,736,31211,31211
758,736,31247,31247
759,736,31283,31283
760,704,31319,31319
761,704,31355,31355
762,928,31391,31391
763,768,31427,31427
764,704,31463,31463
765,704,31499,31499
766,736,31535,31535
767,736,31571,31571
768,704,31607,31607
769,704,31643,31643
770,704,31679,31679
771,736,31715,31715
772,736,31751,31751
773,736,31787,31787
774,736,31823,31823
775,704,31859,31859
776,704,31895,31895
777,736,31931,31931
778,736,31967,31967
779,736,32003,32003
780,704,32039,32039
781,672,32075,32075
782,704,32111,32111
783,704,32147,32147
784,736,32183,32183
785,736,32219,32219
786,704,32255,32255
787,704,32291,32291
788,704,32327,32327
789,704,32363,32363
790,704,32399,32399
791,736,32435,32435
792,704,32471,32471
793,704,32507,32507
794,704,32543,32543
795,4267584,32579,32579
796,800,32615,32615
797,736,32651,32651
798,704,32687,32687
799,704,32723,32723
800,768,32759,32759
801,736,32795,32795
802,800,32831,32831
803,736,32867,32867
804,736,32903,32903
805,704,32939,32939
806,768,32975,32975
807,768,33011,33011
808,800,33047,33047
809,768,33083,33083
810,704,33119,33119
811,768,33155,33155
812,736,33191,33191
813,704,33227,33227
814,768,33263,33263
815,736,33299,33299
816,704,33335,33335
817,736,33371,33371
818,704,33407,33407
819,736,33443,33443
820,704,33479,33479
821,704,33515,33515
822,704,33551,33551
823,736,33587,33587
824,736,33623,33623
825,736,33659,33659
826,736,33695,33695
827,704,33731,33731
828,768,33767,33767
829,704,33803,33803
830,736,33839,33839
831,704,33875,33875
832,704,33911,33911
833,736,33947,33947
834,704,33983,33983
835,704,34019,34019
836,736,34055,34055
837,736,34091,34091
838,736,34127,34127
839,832,34163,34163
840,896,34199,34199
841,736,34235,34235
842,704,34271,34271
843,736,34307,34307
844,704,34343,34343
845,704,34379,34379
846,736,34415,34415
847,704,34451,34451
848,736,34487,34487
849,736,34523,34523
850,736,34559,34559
851,736,34595,34595
852,704,34631,34631
853,736,34667,34667
854,736,34703,34703
855,800,34739,34739
856,736,34775,34775
857,736,34811,34811
858,736,34847,34847
859,768,34883,34883
860,704,34919,34919
861,736,34955,34955
862,704,34991,34991
863,736,35027,35027
864,704,35063,35063
865,736,35099,35099
866,704,35135,35135
867,736,35171,35171
868,736,35207,35207
869,736,35243,35243
870,704,35279,35279
871,736,35315,35315
872,960,35351,35351
873,704,35387,35387
874,704,35423,35423
875,736,35459,35459
876,736,35495,35495
877,736,35531,35531
878,736,35567,35567
879,736,35603,35603
880,736,35639,35639
881,704,35675,35675
882,736,35711,35711
883,736,35747,35747
884,704,35783,35783
885,736,35819,35819
886,736,35855,35855
887,736,35891,35891
888,736,35927,35927
889,736,35963,35963
890,736,35999,35999
891,704,36035,36035
892,736,36071,36071
893,864,36107,36107
894,736,36143,36143
895,704,36179,36179
896,736,36215,36215
897,704,36251,36251
898,736,36287,36287
899,928,36323,36323
900,704,36359,36359
901,704,36395,36395
902,704,36431,36431
903,736,36467,36467
904,704,36503,36503
905,704,36539,36539
906,736,36575,36575
907,704,36611,36611
908,704,36647,36647
909,736,36683,36683
910,736,36719,36719
911,704,36755,36755
912,736,36791,36791
913,736,36827,36827
914,704,36863,36863
915,736,36899,36899
916,896,36935,36935
917,736,36971,36971
918,736,37007,37007
919,704,37043,37043
920,832,37079,37079
921,768,37115,37115
922,736,37151,37151
923,704,37187,37187
924,736,37223,37223
925,704,37259,37259
926,736,37295,37295
927,704,37331,37331
928,736,37367,37367
929,704,37403,37403
930,736,37439,37439
931,736,37475,37475
932,736,37511,37511
933,736,37547,37547
934,704,37583,37583
935,704,37619,37619
936,736,37655,37655
937,896,37691,37691
938,736,37727,37727
939,704,37763,37763
940,736,37799,37799
941,736,37835,37835
942,704,37871,37871
943,736,37907,37907
944,768,37943,37943
945,736,37979,37979
946,736,38015,38015
947,768,38051,38051
948,736,38087,38087
949,704,38123,38123
950,704,38159,38159
951,736,38195,38195
952,736,38231,38231
953,704,38267,38267
954,736,38303,38303
955,736,38339,38339
956,736,38375,38375
957,704,38411,38411
958,736,38447,38447
959,736,38483,38483
960,704,38519,38519
961,736,38555,38555
962,736,38591,38591
963,704,38627,38627
964,736,38663,38663
965,736,38699,38699
966,704,38735,38735
967,736,38771,38771
968,704,38807,38807
969,736,38843,38843
970,704,38879,38879
971,736,38915,38915
972,704,38951,38951
973,736,38987,38987
974,704,39023,39023
975,704,39059,39059
976,736,39095,39095
977,736,39131,39131
978,736,39167,39167
979,736,39203,39203
980,736,39239,39239
981,704,39275,39275
982,736,39311,39311
983,736,39347,39347
984,704,39383,39383
985,736,39419,39419
986,736,39455,39455
987,736,39491,39491
988,736,39527,39527
989,736,39563,39563
990,736,39599,39599
991,704,39635,39635
992,736,39671,39671
993,704,39707,39707
994,736,39743,39743
995,704,39779,39779
996,704,39815,39815
997,704,39851,39851
998,672,39887,39887
999,704,39923,39923
1000,704,39959,39959
1001,704,39995,39995
1002,704,40031,40031
1003,672,40067,40067
1004,704,40103,40103
1005,704,40139,40139
1006,704,40175,40175
1007,736,40211,40211
1008,960,40247,40247
1009,704,40283,40283
1010,736,40319,40319
1011,704,40355,40355
1012,704,40391,40391
1013,832,40427,40427
1014,704,40463,40463
1015,704,40499,40499
1016,704,40535,40535
1017,704,40571,40571
1018,896,40607,40607
1019,704,40643,40643
1020,736,40679,40679
1021,704,40715,40715
1022,704,40751,40751
1023,736,40787,40787
1024,704,40823,40823
1025,704,40859,40859
1026,704,40895,40895
1027,672,40931,40931
1028,736,40967,40967
1029,768,41003,41003
1030,736,41039,41039
1031,736,41075,41075
1032,704,41111,41111
1033,704,41147,41147
1034,704,41183,41183
1035,704,41219,41219
1036,704,41255,41255
1037,704,41291,41291
1038,672,41327,41327
1039,736,41363,41363
1040,704,41399,41399
1041,928,41435,41435
1042,704,41471,41471
1043,704,41507,41507
1044,704,41543,41543
1045,704,41579,41579
1046,704,41615,41615
1047,704,41651,41651
1048,4330752,41687,41687
1049,768,41723,41723
1050,736,41759,41759
1051,704,41795,41795
1052,768,41831,41831
1053,736,41867,41867
1054,672,41903,41903
1055,768,41939,41939
1056,736,41975,41975
1057,768,42011,42011
1058,704,42047,42047
1059,768,42083,42083
1060,768,42119,42119
1061,736,42155,42155
1062,768,42191,42191
1063,768,42227,42227
1064,736,42263,42263
1065,768,42299,42299
1066,736,42335,42335
1067,864,42371,42371
1068,736,42407,42407
1069,704,42443,42443
1070,704,42479,42479
1071,736,42515,42515
1072,736,42551,42551
1073,736,42587,42587
1074,704,42623,42623
1075,704,42659,42659
1076,736,42695,42695
1077,704,42731,42731
1078,704,42767,42767
1079,704,42803,42803
1080,704,42839,42839
1081,704,42875,42875
1082,768,42911,42911
1083,736,42947,42947
1084,736,42983,42983
1085,736,43019,43019
1086,704,43055,43055
1087,736,43091,43091
1088,736,43127,43127
1089,736,43163,43163
1090,704,43199,43199
1091,768,43235,43235
1092,768,43271,43271
1093,704,43307,43307
1094,704,43343,43343
1095,832,43379,43379
1096,736,43415,43415
1097,704,43451,43451
1098,704,43487,43487
1099,736,43523,43523
1100,704,43559,43559
1101,736,43595,43595
1102,736,43631,43631
1103,736,43667,43667
1104,768,43703,43703
1105,768,43739,43739
1106,768,43775,43775
1107,704,43811,43811
1108,704,43847,43847
1109,736,43883,43883
1110,704,43919,43919
1111,736,43955,43955
1112,704,43991,43991
1113,768,44027,44027
1114,768,44063,44063
1115,736,44099,44099
1116,768,44135,44135
1117,704,44171,44171
1118,704,44207,44207
1119,736,44243,44243
1120,704,44279,44279
1121,736,44315,44315
1122,736,44351,44351
1123,768,44387,44387
1124,704,44423,44423
1125,768,44459,44459
1126,736,44495,44495
1127,736,44531,44531
1128,704,44567,44567
1129,736,44603,44603
1130,704,44639,44639
1131,768,44675,44675
1132,736,44711,44711
1133,736,44747,44747
1134,736,44783,44783
1135,736,44819,44819
1136,768,44855,44855
1137,960,44891,44891
1138,768,44927,44927
1139,736,44963,44963
1140,704,44999,44999
1141,736,45035,45035
1142,736,45071,45071
1143,736,45107,45107
1144,768,45143,45143
1145,768,45179,45179
1146,736,45215,45215
1147,768,45251,45251
1148,800,45287,45287
1149,768,45323,45323
1150,736,45359,45359
1151,736,45395,45395
1152,736,45431,45431
1153,960,45467,45467
1154,736,45503,45503
1155,768,45539,45539
1156,736,45575,45575
1157,704,45611,45611
1158,736,45647,45647
1159,768,45683,45683
1160,704,45719,45719
1161,736,45755,45755
1162,736,45791,45791
1163,736,45827,45827
1164,736,45863,45863
1165,736,45899,45899
1166,768,45935,45935
1167,768,45971,45971
1168,768,46007,46007
1169,736,46043,46043
1170,768,46079,46079
1171,736,46115,46115
1172,736,46151,46151
1173,768,46187,46187
1174,768,46223,46223
1175,736,46259,46259
1176,736,46295,46295
1177,736,46331,46331
1178,736,46367,46367
1179,736,46403,46403
1180,768,46439,46439
1181,704,46475,46475
1182,736,46511,46511
1183,736,46547,46547
1184,704,46583,46583
1185,736,46619,46619
1186,736,46655,46655
1187,768,46691,46691
1188,768,46727,46727
1189,736,46763,46763
1190,704,46799,46799
1191,704,46835,46835
1192,704,46871,46871
1193,704,46907,46907
1194,768,46943,46943
1195,736,46979,46979
1196,832,47015,47015
1197,736,47051,47051
1198,736,47087,47087
1199,736,47123,47123
1200,704,47159,47159
1201,704,47195,47195
1202,736,47231,47231
1203,736,47267,47267
1204,736,47303,47303
1205,736,47339,47339
1206,768,47375,47375
1207,736,47411,47411
1208,736,47447,47447
1209,736,47483,47483
1210,768,47519,47519
1211,736,47555,47555
1212,736,47591,47591
1213,800,47627,47627
1214,704,47663,47663
1215,736,47699,47699
1216,736,47735,47735
1217,736,47771,47771
1218,704,47807,47807
1219,736,47843,47843
1220,736,47879,47879
1221,704,47915,47915
1222,704,47951,47951
1223,736,47987,47987
1224,736,48023,48023
1225,736,48059,48059
1226,736,48095,48095
1227,704,48131,48131
1228,736,48167,48167
1229,736,48203,48203
1230,704,48239,48239
1231,736,48275,48275
1232,736,48311,48311
1233,768,48347,48347
1234,704,48383,48383
1235,736,48419,48419
1236,704,48455,48455
1237,704,48491,48491
1238,736,48527,48527
1239,736,48563,48563
1240,928,48599,48599
1241,736,48635,48635
1242,736,48671,48671
1243,736,48707,48707
1244,736,48743,48743
1245,704,48779,48779
1246,736,48815,48815
1247,704,48851,48851
1248,736,48887,48887
1249,704,48923,48923
1250,704,48959,48959
1251,736,48995,48995
1252,704,49031,49031
1253,704,49067,49067
1254,704,49103,49103
1255,704,49139,49139
1256,704,49175,49175
1257,704,49211,49211
1258,736,49247,49247
1259,736,49283,49283
1260,704,49319,49319
1261,704,49355,49355
1262,704,49391,49391
1263,704,49427,49427
1264,704,49463,49463
1265,736,49499,49499
1266,704,49535,49535
1267,736,49571,49571
1268,704,49607,49607
1269,704,49643,49643
1270,736,49679,49679
1271,768,49715,49715
1272,736,49751,49751
1273,704,49787,49787
1274,704,49823,49823
1275,736,49859,49859
1276,704,49895,49895
1277,704,49931,49931
1278,704,49967,49967
1279,704,50003,50003
1280,704,50039,50039
1281,704,50075,50075
1282,704,50111,50111
1283,928,50147,50147
1284,704,50183,50183
1285,704,50219,50219
1286,704,50255,50255
1287,736,50291,50291
1288,704,50327,50327
1289,672,50363,50363
1290,704,50399,50399
1291,704,50435,50435
1292,704,50471,50471
1293,736,50507,50507
1294,896,50543,50543
1295,704,50579,50579
1296,704,50615,50615
1297,704,50651,50651
1298,736,50687,50687
1299,704,50723,50723
1300,704,50759,50759
1301,4257504,50795,50795
1302,1088,50831,50831
1303,736,50867,50867
1304,704,50903,50903
1305,768,50939,50939
1306,704,50975,50975
1307,736,51011,51011
1308,736,51047,51047
1309,736,51083,51083
1310,704,51119,51119
1311,704,51155,51155
1312,704,51191,51191
1313,768,51227,51227
1314,704,51263,51263
1315,800,51299,51299
1316,736,51335,51335
1317,704,51371,51371
1318,896,51407,51407
1319,736,51443,51443
1320,704,51479,51479
1321,736,51515,51515
1322,736,51551,51551
1323,736,51587,51587
1324,704,51623,51623
1325,736,51659,51659
1326,736,51695,51695
1327,736,51731,51731
1328,736,51767,51767
1329,704,51803,51803
1330,736,51839,51839
1331,736,51875,51875
1332,768,51911,51911
1333,704,51947,51947
1334,704,51983,51983
1335,704,52019,52019
1336,736,52055,52055
1337,736,52091,52091
1338,736,52127,52127
1339,704,52163,52163
1340,704,52199,52199
1341,704,52235,52235
1342,704,52271,52271
1343,736,52307,52307
1344,736,52343,52343
1345,736,52379,52379
1346,736,52415,52415
1347,768,52451,52451
1348,736,52487,52487
1349,704,52523,52523
1350,800,52559,52559
1351,736,52595,52595
1352,704,52631,52631
1353,736,52667,52667
1354,736,52703,52703
1355,736,52739,52739
1356,736,52775,52775
1357,768,52811,52811
1358,736,52847,52847
