HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,7040,1,1
1,8960,37,37
2,13728,73,73
3,123616,109,109
4,704,145,145
5,8928,181,181
6,15312480,196,196
