HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,7136,1,1
1,9120,37,37
2,14176,71,71
3,120288,107,107
4,704,149,149
5,8256,185,185
6,15290656,200,200
