HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
222,704,9640,9640
223,736,9676,9676
224,736,9727,9727
225,704,9763,9763
226,704,9814,9814
227,704,9850,9850
228,736,9901,9901
229,704,9937,9937
230,832,9988,9988
231,704,10024,10024
232,736,10075,10075
233,736,10111,10111
234,736,10162,10162
235,704,10198,10198
236,704,10249,10249
237,736,10285,10285
238,704,10336,10336
239,768,10372,10372
240,736,10423,10423
241,736,10459,10459
242,736,10510,10510
243,736,10546,10546
244,736,10597,10597
245,704,10633,10633
246,928,10684,10684
247,704,10720,10720
248,736,10771,10771
249,704,10807,10807
250,832,10858,10858
251,736,10894,10894
252,704,10945,10945
253,768,10981,10981
254,736,11032,11032
255,704,11068,11068
256,768,11119,11119
257,736,11155,11155
258,736,11206,11206
259,704,11242,11242
260,736,11293,11293
261,768,11329,11329
262,704,11380,11380
263,736,11416,11416
264,736,11467,11467
265,768,11503,11503
266,736,11554,11554
267,704,11590,11590
268,736,11641,11641
269,736,11677,11677
270,736,11728,11728
271,736,11764,11764
272,736,11815,11815
273,768,11851,11851
274,736,11902,11902
275,736,11938,11938
276,736,11989,11989
277,928,12025,12025
278,736,12076,12076
279,704,12112,12112
280,736,12163,12163
281,736,12199,12199
282,704,12250,12250
283,736,12286,12286
284,864,12337,12337
285,736,12373,12373
286,704,12424,12424
287,736,12460,12460
288,928,12511,12511
289,736,12547,12547
290,736,12598,12598
291,736,12634,12634
292,736,12685,12685
293,832,12721,12721
294,736,12772,12772
295,736,12808,12808
296,736,12859,12859
297,736,12895,12895
298,736,12932,12932
299,768,12968,12968
300,736,13004,13004
301,704,13040,13040
302,736,13076,13076
303,736,13112,13112
304,736,13148,13148
305,736,13184,13184
306,736,13220,13220
307,736,13256,13256
308,736,13292,13292
309,736,13328,13328
310,736,13364,13364
311,736,13400,13400
312,736,13436,13436
313,736,13472,13472
314,736,13508,13508
315,768,13544,13544
316,768,13580,13580
317,736,13616,13616
318,736,13652,13652
319,768,13688,13688
320,736,13724,13724
321,736,13760,13760
322,736,13796,13796
323,736,13832,13832
324,736,13868,13868
325,736,13904,13904
326,768,13940,13940
327,768,13976,13976
328,768,14012,14012
329,736,14048,14048
330,736,14084,14084
331,736,14120,14120
332,704,14156,14156
333,736,14192,14192
334,704,14228,14228
335,704,14264,14264
336,704,14300,14300
337,736,14336,14336
338,704,14372,14372
339,736,14408,14408
340,704,14444,14444
341,704,14480,14480
342,704,14516,14516
343,704,14552,14552
344,704,14588,14588
345,704,14624,14624
346,736,14660,14660
347,736,14696,14696
348,736,14732,14732
349,704,14768,14768
350,704,14804,14804
351,736,14840,14840
352,736,14876,14876
353,704,14912,14912
354,704,14948,14948
355,736,14984,14984
356,736,15020,15020
357,704,15056,15056
358,704,15092,15092
359,736,15128,15128
360,704,15164,15164
361,704,15200,15200
362,704,15236,15236
363,864,15272,15272
364,736,15308,15308
365,704,15344,15344
366,704,15380,15380
367,704,15416,15416
368,704,15452,15452
369,736,15488,15488
370,704,15524,15524
371,704,15560,15560
372,704,15596,15596
373,704,15632,15632
374,736,15668,15668
375,704,15704,15704
376,736,15740,15740
377,704,15776,15776
378,704,15812,15812
379,704,15848,15848
380,896,15884,15884
381,704,15920,15920
382,736,15956,15956
383,704,15992,15992
384,1484448,16028,16028
385,832,16064,16064
386,704,16100,16100
387,736,16136,16136
388,768,16172,16172
389,704,16208,16208
390,704,16244,16244
391,768,16280,16280
392,736,16316,16316
393,768,16352,16352
394,768,16388,16388
395,704,16424,16424
396,768,16460,16460
397,768,16496,16496
398,768,16532,16532
399,736,16568,16568
400,736,16604,16604
401,672,16640,16640
402,1024,16676,16676
403,768,16712,16712
404,736,16748,16748
405,704,16784,16784
406,736,16820,16820
407,736,16856,16856
408,704,16892,16892
409,736,16928,16928
410,704,16964,16964
411,704,17000,17000
412,768,17036,17036
413,736,17072,17072
414,736,17108,17108
415,768,17144,17144
416,736,17180,17180
417,704,17216,17216
418,736,17252,17252
419,704,17288,17288
420,736,17324,17324
421,704,17360,17360
422,704,17396,17396
423,736,17432,17432
424,704,17468,17468
425,736,17504,17504
426,736,17540,17540
427,704,17576,17576
428,736,17612,17612
429,704,17648,17648
430,736,17684,17684
431,704,17720,17720
432,736,17756,17756
433,736,17792,17792
434,736,17828,17828
435,736,17864,17864
436,704,17900,17900
437,704,17936,17936
438,736,17972,17972
439,704,18008,18008
440,736,18044,18044
441,704,18080,18080
442,736,18116,18116
443,704,18152,18152
444,704,18188,18188
445,704,18224,18224
446,704,18260,18260
447,736,18296,18296
448,704,18332,18332
449,704,18368,18368
450,704,18404,18404
451,704,18440,18440
452,736,18476,18476
453,736,18512,18512
454,704,18548,18548
455,736,18584,18584
456,896,18620,18620
457,704,18656,18656
458,704,18692,18692
459,704,18728,18728
460,704,18764,18764
461,704,18800,18800
462,704,18836,18836
463,704,18872,18872
464,704,18908,18908
465,704,18944,18944
466,704,18980,18980
467,736,19016,19016
468,672,19052,19052
469,704,19088,19088
470,736,19124,19124
471,704,19160,19160
472,704,19196,19196
473,672,19232,19232
474,704,19268,19268
475,704,19304,19304
476,704,19340,19340
477,704,19376,19376
478,1024,19412,19412
479,704,19448,19448
480,704,19484,19484
481,672,19520,19520
482,704,19556,19556
483,672,19592,19592
484,704,19628,19628
485,704,19664,19664
486,704,19700,19700
487,704,19736,19736
488,704,19772,19772
489,736,19808,19808
490,704,19844,19844
491,5176608,19859,19859
