HUD frame time nsec:,16656000

Range Index,Elapsed Time, First Event,Last Event
0,7200,1,1
1,8832,37,37
2,15680,71,71
3,114016,107,107
4,9664,157,157
5,704,193,193
6,672,230,230
7,15019584,245,245
