HUD frame time nsec:,16660000

Range Index,Elapsed Time, First Event,Last Event
219,736,9502,9502
220,736,9553,9553
221,704,9589,9589
222,736,9640,9640
223,736,9676,9676
224,736,9727,9727
225,736,9763,9763
226,704,9814,9814
227,768,9850,9850
228,736,9901,9901
229,736,9937,9937
230,736,9988,9988
231,704,10024,10024
232,736,10075,10075
233,704,10111,10111
234,736,10162,10162
235,736,10198,10198
236,704,10249,10249
237,704,10285,10285
238,736,10336,10336
239,768,10372,10372
240,704,10423,10423
241,704,10459,10459
242,768,10510,10510
243,736,10546,10546
244,704,10597,10597
245,704,10633,10633
246,704,10684,10684
247,736,10720,10720
248,736,10771,10771
249,800,10807,10807
250,704,10858,10858
251,704,10894,10894
252,800,10945,10945
253,704,10981,10981
254,704,11032,11032
255,768,11068,11068
256,736,11119,11119
257,736,11155,11155
258,736,11206,11206
259,736,11242,11242
260,768,11293,11293
261,768,11329,11329
262,768,11380,11380
263,736,11416,11416
264,736,11467,11467
265,704,11503,11503
266,768,11554,11554
267,736,11590,11590
268,736,11641,11641
269,704,11677,11677
270,704,11728,11728
271,736,11764,11764
272,704,11815,11815
273,736,11851,11851
274,704,11902,11902
275,704,11938,11938
276,704,11989,11989
277,736,12025,12025
278,736,12076,12076
279,704,12112,12112
280,736,12163,12163
281,736,12199,12199
282,704,12250,12250
283,736,12286,12286
284,736,12337,12337
285,736,12373,12373
286,736,12424,12424
287,704,12460,12460
288,704,12511,12511
289,704,12547,12547
290,736,12598,12598
291,736,12634,12634
292,736,12685,12685
293,736,12721,12721
294,704,12772,12772
295,704,12808,12808
296,736,12859,12859
297,736,12895,12895
298,704,12946,12946
299,736,12982,12982
300,736,13033,13033
301,704,13069,13069
302,736,13120,13120
303,928,13156,13156
304,736,13207,13207
305,704,13243,13243
306,736,13294,13294
307,736,13330,13330
308,960,13381,13381
309,736,13417,13417
310,736,13468,13468
311,736,13504,13504
312,736,13555,13555
313,704,13591,13591
314,736,13642,13642
315,704,13678,13678
316,704,13729,13729
317,704,13765,13765
318,704,13816,13816
319,704,13852,13852
320,704,13903,13903
321,736,13939,13939
322,736,13990,13990
323,736,14026,14026
324,704,14077,14077
325,704,14113,14113
326,768,14164,14164
327,736,14200,14200
328,704,14251,14251
329,704,14287,14287
330,704,14338,14338
331,736,14374,14374
332,736,14425,14425
333,704,14461,14461
334,736,14512,14512
335,736,14548,14548
336,704,14599,14599
337,704,14635,14635
338,704,14686,14686
339,736,14722,14722
340,704,14773,14773
341,736,14809,14809
342,736,14860,14860
343,736,14896,14896
344,704,14947,14947
345,704,14983,14983
346,736,15034,15034
347,704,15070,15070
348,736,15121,15121
349,736,15157,15157
350,672,15208,15208
351,704,15244,15244
352,704,15295,15295
353,736,15331,15331
354,736,15382,15382
355,704,15418,15418
356,704,15469,15469
357,736,15505,15505
358,704,15556,15556
359,704,15592,15592
360,672,15643,15643
361,736,15679,15679
362,704,15730,15730
363,704,15766,15766
364,704,15817,15817
365,704,15853,15853
366,704,15904,15904
367,704,15940,15940
368,736,15991,15991
369,704,16027,16027
370,704,16078,16078
371,736,16114,16114
372,704,16165,16165
373,704,16201,16201
374,736,16252,16252
375,704,16288,16288
376,704,16339,16339
377,704,16375,16375
378,704,16426,16426
379,832,16462,16462
380,3689472,16513,16513
381,704,16549,16549
382,736,16600,16600
383,768,16636,16636
384,736,16687,16687
385,736,16723,16723
386,768,16774,16774
387,768,16810,16810
388,736,16861,16861
389,800,16897,16897
390,768,16948,16948
391,704,16984,16984
392,768,17035,17035
393,736,17071,17071
394,736,17122,17122
395,768,17158,17158
396,768,17209,17209
397,736,17245,17245
398,800,17296,17296
399,704,17332,17332
400,704,17383,17383
401,768,17419,17419
402,704,17456,17456
403,704,17492,17492
404,736,17528,17528
405,736,17564,17564
406,736,17600,17600
407,704,17636,17636
408,736,17672,17672
409,704,17708,17708
410,800,17744,17744
411,736,17780,17780
412,800,17816,17816
413,800,17852,17852
414,736,17888,17888
415,736,17924,17924
416,736,17960,17960
417,864,17996,17996
418,736,18032,18032
419,736,18068,18068
420,736,18104,18104
421,736,18140,18140
422,736,18176,18176
423,704,18212,18212
424,896,18248,18248
425,704,18284,18284
426,704,18320,18320
427,768,18356,18356
428,768,18392,18392
429,736,18428,18428
430,736,18464,18464
431,736,18500,18500
432,736,18536,18536
433,704,18572,18572
434,704,18608,18608
435,736,18644,18644
436,704,18680,18680
437,736,18716,18716
438,704,18752,18752
439,704,18788,18788
440,704,18824,18824
441,704,18860,18860
442,704,18896,18896
443,704,18932,18932
444,736,18968,18968
445,736,19004,19004
446,704,19040,19040
447,704,19076,19076
448,736,19112,19112
449,736,19148,19148
450,736,19184,19184
451,736,19220,19220
452,736,19256,19256
453,704,19292,19292
454,704,19328,19328
455,736,19364,19364
456,704,19400,19400
457,736,19436,19436
458,736,19472,19472
459,736,19508,19508
460,736,19544,19544
461,864,19580,19580
462,704,19616,19616
463,704,19652,19652
464,736,19688,19688
465,736,19724,19724
466,736,19760,19760
467,736,19796,19796
468,704,19832,19832
469,736,19868,19868
470,736,19904,19904
471,736,19940,19940
472,736,19976,19976
473,736,20012,20012
474,736,20048,20048
475,736,20084,20084
476,736,20120,20120
477,704,20156,20156
478,736,20192,20192
479,736,20228,20228
480,704,20264,20264
481,736,20300,20300
482,704,20336,20336
483,864,20372,20372
484,736,20408,20408
485,704,20444,20444
486,704,20480,20480
487,992,20516,20516
488,832,20552,20552
489,736,20588,20588
490,736,20624,20624
491,736,20660,20660
492,736,20696,20696
493,736,20732,20732
494,736,20768,20768
495,736,20804,20804
496,704,20840,20840
497,704,20876,20876
498,736,20912,20912
499,800,20948,20948
500,768,20984,20984
501,736,21020,21020
502,736,21056,21056
503,800,21092,21092
504,768,21128,21128
505,736,21164,21164
506,736,21200,21200
507,736,21236,21236
508,768,21272,21272
509,704,21308,21308
510,704,21344,21344
511,736,21380,21380
512,736,21416,21416
513,704,21452,21452
514,736,21488,21488
515,704,21524,21524
516,736,21560,21560
517,704,21596,21596
518,736,21632,21632
519,704,21668,21668
520,736,21704,21704
521,736,21740,21740
522,736,21776,21776
523,736,21812,21812
524,736,21848,21848
525,736,21884,21884
526,864,21920,21920
527,736,21956,21956
528,736,21992,21992
529,736,22028,22028
530,704,22064,22064
531,736,22100,22100
532,704,22136,22136
533,736,22172,22172
534,704,22208,22208
535,736,22244,22244
536,736,22280,22280
537,736,22316,22316
538,704,22352,22352
539,704,22388,22388
540,736,22424,22424
541,736,22460,22460
542,736,22496,22496
543,736,22532,22532
544,704,22568,22568
545,736,22604,22604
546,736,22640,22640
547,736,22676,22676
548,704,22712,22712
549,704,22748,22748
550,736,22784,22784
551,736,22820,22820
552,736,22856,22856
553,736,22892,22892
554,736,22928,22928
555,736,22964,22964
556,736,23000,23000
557,736,23036,23036
558,704,23072,23072
559,704,23108,23108
560,736,23144,23144
561,736,23180,23180
562,704,23216,23216
563,768,23252,23252
564,704,23288,23288
565,704,23324,23324
566,736,23360,23360
567,736,23396,23396
568,736,23432,23432
569,736,23468,23468
570,736,23504,23504
571,704,23540,23540
572,704,23576,23576
573,736,23612,23612
574,768,23648,23648
575,704,23684,23684
576,704,23720,23720
577,704,23756,23756
578,704,23792,23792
579,704,23828,23828
580,704,23864,23864
581,736,23900,23900
582,704,23936,23936
583,736,23972,23972
584,736,24008,24008
585,704,24044,24044
586,736,24080,24080
587,736,24116,24116
588,704,24152,24152
589,704,24188,24188
590,704,24224,24224
591,736,24260,24260
592,704,24296,24296
593,704,24332,24332
594,736,24368,24368
595,928,24404,24404
596,704,24440,24440
597,704,24476,24476
598,736,24512,24512
599,704,24548,24548
600,704,24584,24584
601,736,24620,24620
602,704,24656,24656
603,736,24692,24692
604,736,24728,24728
605,704,24764,24764
606,704,24800,24800
607,704,24836,24836
608,704,24872,24872
609,704,24908,24908
610,704,24944,24944
611,704,24980,24980
612,704,25016,25016
613,704,25052,25052
614,736,25088,25088
615,704,25124,25124
616,704,25160,25160
617,768,25196,25196
618,736,25232,25232
619,704,25268,25268
620,704,25304,25304
621,736,25340,25340
622,672,25376,25376
623,704,25412,25412
624,704,25448,25448
625,672,25484,25484
626,704,25520,25520
627,704,25556,25556
628,736,25592,25592
629,3793056,25628,25628
630,736,25664,25664
631,736,25700,25700
632,704,25736,25736
633,768,25772,25772
634,768,25808,25808
635,704,25844,25844
636,768,25880,25880
637,704,25916,25916
638,704,25952,25952
639,768,25988,25988
640,768,26024,26024
641,704,26060,26060
642,768,26096,26096
643,704,26132,26132
644,704,26168,26168
645,736,26204,26204
646,736,26240,26240
647,768,26276,26276
648,704,26312,26312
649,736,26348,26348
650,736,26384,26384
651,704,26420,26420
652,704,26456,26456
653,736,26492,26492
654,736,26528,26528
655,736,26564,26564
656,704,26600,26600
657,736,26636,26636
658,704,26672,26672
659,736,26708,26708
660,736,26744,26744
661,704,26780,26780
662,736,26816,26816
663,704,26852,26852
664,704,26888,26888
665,704,26924,26924
666,704,26960,26960
667,704,26996,26996
668,704,27032,27032
669,704,27068,27068
670,736,27104,27104
671,736,27140,27140
672,704,27176,27176
673,736,27212,27212
674,768,27248,27248
675,704,27284,27284
676,896,27320,27320
677,800,27356,27356
678,736,27392,27392
679,864,27428,27428
680,736,27464,27464
681,768,27500,27500
682,736,27536,27536
683,736,27572,27572
684,736,27608,27608
685,704,27644,27644
686,704,27680,27680
687,704,27716,27716
688,704,27752,27752
689,736,27788,27788
690,768,27824,27824
691,736,27860,27860
692,736,27896,27896
693,768,27932,27932
694,736,27968,27968
695,736,28004,28004
696,736,28040,28040
697,704,28076,28076
698,704,28112,28112
699,704,28148,28148
700,768,28184,28184
701,768,28220,28220
702,704,28256,28256
703,704,28292,28292
704,736,28328,28328
705,736,28364,28364
706,704,28400,28400
707,736,28436,28436
708,736,28472,28472
709,736,28508,28508
710,736,28544,28544
711,704,28580,28580
712,736,28616,28616
713,736,28652,28652
714,736,28688,28688
715,864,28724,28724
716,736,28760,28760
717,736,28796,28796
718,704,28832,28832
719,832,28868,28868
720,736,28904,28904
721,736,28940,28940
722,736,28976,28976
723,736,29012,29012
724,736,29048,29048
725,768,29084,29084
726,736,29120,29120
727,704,29156,29156
728,736,29192,29192
729,704,29228,29228
730,704,29264,29264
731,704,29300,29300
732,736,29336,29336
733,768,29372,29372
734,736,29408,29408
735,768,29444,29444
736,736,29480,29480
737,736,29516,29516
738,768,29552,29552
739,736,29588,29588
740,736,29624,29624
741,736,29660,29660
742,736,29696,29696
743,736,29732,29732
744,704,29768,29768
745,736,29804,29804
746,736,29840,29840
747,768,29876,29876
748,736,29912,29912
749,704,29948,29948
750,704,29984,29984
751,704,30020,30020
752,736,30056,30056
753,704,30092,30092
754,736,30128,30128
755,736,30164,30164
756,704,30200,30200
757,736,30236,30236
758,736,30272,30272
759,768,30308,30308
760,704,30344,30344
761,704,30380,30380
762,736,30416,30416
763,736,30452,30452
764,736,30488,30488
765,864,30524,30524
766,736,30560,30560
767,704,30596,30596
768,768,30632,30632
769,768,30668,30668
770,832,30704,30704
771,736,30740,30740
772,768,30776,30776
773,704,30812,30812
774,704,30848,30848
775,704,30884,30884
776,736,30920,30920
777,736,30956,30956
778,704,30992,30992
779,736,31028,31028
780,736,31064,31064
781,704,31100,31100
782,736,31136,31136
783,736,31172,31172
784,704,31208,31208
785,736,31244,31244
786,736,31280,31280
787,704,31316,31316
788,704,31352,31352
789,736,31388,31388
790,736,31424,31424
791,736,31460,31460
792,736,31496,31496
793,736,31532,31532
794,736,31568,31568
795,864,31604,31604
796,704,31640,31640
797,736,31676,31676
798,736,31712,31712
799,736,31748,31748
800,992,31784,31784
801,736,31820,31820
802,736,31856,31856
803,736,31892,31892
804,704,31928,31928
805,704,31964,31964
806,736,32000,32000
807,736,32036,32036
808,736,32072,32072
809,736,32108,32108
810,736,32144,32144
811,736,32180,32180
812,736,32216,32216
813,736,32252,32252
814,736,32288,32288
815,736,32324,32324
816,736,32360,32360
817,736,32396,32396
818,736,32432,32432
819,736,32468,32468
820,736,32504,32504
821,736,32540,32540
822,736,32576,32576
823,768,32612,32612
824,736,32648,32648
825,704,32684,32684
826,704,32720,32720
827,736,32756,32756
828,704,32792,32792
829,736,32828,32828
830,704,32864,32864
831,704,32900,32900
832,736,32936,32936
833,704,32972,32972
834,736,33008,33008
835,704,33044,33044
836,672,33080,33080
837,704,33116,33116
838,704,33152,33152
839,704,33188,33188
840,736,33224,33224
841,704,33260,33260
842,704,33296,33296
843,704,33332,33332
844,704,33368,33368
845,704,33404,33404
846,736,33440,33440
847,704,33476,33476
848,704,33512,33512
849,704,33548,33548
850,704,33584,33584
851,704,33620,33620
852,736,33656,33656
853,704,33692,33692
854,704,33728,33728
855,672,33764,33764
856,704,33800,33800
857,736,33836,33836
858,672,33872,33872
859,704,33908,33908
860,704,33944,33944
861,704,33980,33980
862,704,34016,34016
863,672,34052,34052
864,704,34088,34088
865,704,34124,34124
866,704,34160,34160
867,704,34196,34196
868,704,34232,34232
869,704,34268,34268
870,672,34304,34304
871,736,34340,34340
872,704,34376,34376
873,704,34412,34412
874,704,34448,34448
875,704,34484,34484
876,704,34520,34520
877,736,34556,34556
878,704,34592,34592
879,704,34628,34628
880,672,34664,34664
881,704,34700,34700
882,1485152,34736,34736
883,1408,34772,34772
884,736,34808,34808
885,736,34844,34844
886,704,34880,34880
887,704,34916,34916
888,768,34952,34952
889,768,34988,34988
890,736,35024,35024
891,736,35060,35060
892,704,35096,35096
893,736,35132,35132
894,672,35168,35168
895,704,35204,35204
896,864,35240,35240
897,672,35276,35276
898,736,35312,35312
899,768,35348,35348
900,704,35384,35384
901,736,35420,35420
902,736,35456,35456
903,736,35492,35492
904,704,35528,35528
905,736,35564,35564
906,704,35600,35600
907,704,35636,35636
908,736,35672,35672
909,768,35708,35708
910,800,35744,35744
911,768,35780,35780
912,736,35816,35816
913,736,35852,35852
914,736,35888,35888
915,768,35924,35924
916,768,35960,35960
917,736,35996,35996
918,768,36032,36032
919,704,36068,36068
920,800,36104,36104
921,736,36140,36140
922,768,36176,36176
923,704,36212,36212
924,736,36248,36248
925,736,36284,36284
926,800,36320,36320
927,768,36356,36356
928,736,36392,36392
929,800,36428,36428
930,768,36464,36464
931,736,36500,36500
932,800,36536,36536
933,768,36572,36572
934,736,36608,36608
935,736,36644,36644
936,736,36680,36680
937,768,36716,36716
938,736,36752,36752
939,736,36788,36788
940,768,36824,36824
941,800,36860,36860
942,736,36896,36896
943,704,36932,36932
944,704,36968,36968
945,736,37004,37004
946,704,37040,37040
947,736,37076,37076
948,704,37112,37112
949,704,37148,37148
950,768,37184,37184
951,768,37220,37220
952,768,37256,37256
953,768,37292,37292
954,736,37328,37328
955,768,37364,37364
956,736,37400,37400
957,736,37436,37436
958,800,37472,37472
959,736,37508,37508
960,736,37544,37544
961,768,37580,37580
962,800,37616,37616
963,768,37652,37652
964,736,37688,37688
965,704,37724,37724
966,800,37760,37760
967,736,37796,37796
968,768,37832,37832
969,800,37868,37868
970,768,37904,37904
971,800,37940,37940
972,800,37976,37976
973,896,38012,38012
974,768,38048,38048
975,704,38084,38084
976,704,38120,38120
977,704,38156,38156
978,768,38192,38192
979,736,38228,38228
980,768,38264,38264
981,768,38300,38300
982,736,38336,38336
983,768,38372,38372
984,992,38408,38408
985,704,38444,38444
986,704,38480,38480
987,704,38516,38516
988,704,38552,38552
989,736,38588,38588
990,606016,38603,38603
