HUD frame time nsec:,27116000

Range Index,Elapsed Time, First Event,Last Event
0,10016,1,1
1,12384,37,37
2,20000,73,73
3,57056,109,109
4,11072,147,147
5,28736,182,182
6,1,194,194

Range Index,Elapsed Time, First Event,Last Event
0,7136,1,1
1,9408,37,37
2,17568,73,73
3,51072,109,109
4,11808,147,147
5,30816,182,182
6,14972000,194,194

Range Index,Elapsed Time, First Event,Last Event
0,7136,1,1
1,9440,37,37
2,18304,73,73
3,52448,109,109
4,10592,147,147
5,30592,182,182
6,14644640,194,194
