HUD frame time nsec:,16666000

Range Index,Elapsed Time, First Event,Last Event
0,7136,1,1
1,8192,37,37
2,15776,73,73
3,48128,109,109
4,12384,151,151
5,768,184,184
6,14856000,196,196

Range Index,Elapsed Time, First Event,Last Event
0,7136,1,1
1,8480,37,37
2,19680,73,73
3,73248,109,109
4,9984,145,145
5,704,178,178
6,15249504,190,190
