HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,7104,1,1
1,8704,37,37
2,19968,73,73
3,57280,109,109
4,704,145,145
5,9440,181,181
6,15293984,196,196
