HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,7104,1,1
1,8672,37,37
2,14784,71,71
3,122656,107,107
4,704,149,149
5,8288,185,185
6,15328960,200,200
