HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,7136,1,1
1,9184,37,37
2,15808,71,71
3,104160,107,107
4,1952,143,143
5,10208,179,179
6,15118528,194,194
