HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,7232,1,1
1,8608,37,37
2,14656,71,71
3,130496,107,107
4,736,149,149
5,9440,185,185
6,15400672,200,200

Range Index,Elapsed Time, First Event,Last Event
0,5696,1,1
1,8800,37,37
2,15360,71,71
3,80608,107,107
4,736,149,149
5,15538368,164,164
