HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,7136,1,1
1,8512,37,37
2,14016,73,73
3,120928,109,109
4,704,145,145
5,8768,181,181
6,15400032,196,196
