HUD frame time nsec:,16656000

Range Index,Elapsed Time, First Event,Last Event
0,5376,1,1
1,10656,37,37
2,13760,71,71
3,95712,107,107
4,9600,148,148
5,672,184,184
6,704,221,221
7,14924960,236,236
