HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,7424,1,1
1,23168,18,18
2,76896,52,52
3,7200,91,91
4,9504,138,138
5,704,183,183
6,704,227,227
7,704,271,271
8,15074976,300,300
